"Note: Inserting images over cells in sheets is pretty quirky, so if some of the trainer images on your screen appear misplaced, it's because the sheet couldn't load them all in properly. This visual bug can easily be fixed by refreshing the sheet and slowly scrolling through the part your using, to let each of the trainer images load in properly. If that doesn't work try switching to a different tab (on the bottom), then switching back. - Garrett :)",,,,,,
Youngster Calvin (Route 102),,,,,,
,,,,,,
,Glare,Crunch,Thunder Wave,Scary Face,Psychic,Scary Face
,Earthquake,Earthquake,Shadow Ball,Earthquake,Fake Out,Waterfall
,Giga Drain,Poison Fang,Return,HP Ghost,Fire Punch,Earthquake
,Poison Fang,Surf,HP Fighting,Crush Claw,Signal Beam,Ice Beam
,,,,,,
Team Aqua Grunt #3 (Mt. Pyre),,,,,,
,,,,,,
,Exeggutor (m),Crawdaunt (m),Nidoking (m),Blastoise (m),Slowking (m),Dragonite (m)
,Lv. 50 (Sassy),Lv. 54 ,Lv. 50 (Quiet),Lv. 50 (Impish),Lv. 50 ,Lv. 55
,Scope Lens,Scope Lens,Scope Lens,Leftovers,Quick Claw,Salac Berry
,Chlorophyll,Shell Armor,Poison Point,Torrent,Natural Cure,Thick Fat
,Sleep Powder,Crabhammer,Surf,Mirror Coat,Psychic,Double-Edge
,Explosion,X-Scissors,Fire Blast,Ice Beam,Surf,Thunder
,Psychic,Crunch,Earthquake,Roar,Signal Beam,Fire Blast
,Giga Drain,HP Ghost,Thunderbolt,Surf,Earthquake,Hydro Pump
,,,,,,
Team Aqua Grunt #4 (Mt. Pyre),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Muk (m),Jynx (f),Relicanth (m),Sableye (m),Azumarill (m),Swampert (m)
,Lv. 50 (Naive),Lv. 50 (Lonely),Lv. 53 (Calm),Lv. 48,Lv. 53 (Jolly),Lv. 53 (Mild)
,Scope Lens,Scope Lens,Choice Band,Scope Lens,Scope Lens,Salac Berry
,Poison Point'],Oblivious,Rock Head,Pressure,Huge Power,Swift Swim
,Explosion,Blizzard,Head Smash,Confuse Ray,Hydro Pump,Hydro Cannon
,Fire Blast,Psychic,,Shadow Sneak,Double-Edge,Sludge Bomb
,Shadow Ball,HP Fire,,Brick Break,HP Ghost,HP Electric
,Sludge Bomb,Fake Tears,,Shadow Ball,Blizzard,Ice Beam
,,,,,,
Hex Maniac Valerie (Mt. Pyre),,,,,,
,,,,,,
,Ninetales (f),Persian (f),Alakazam (m),,,
,Lv. 53 (Brave),Lv. 51,Lv. 52,,,
,Leftovers,Lum Berry,Black Belt,,,
,Pressure,Limber,Synchronize,,,
,Calm Mind,Double-Edge,Substitute,,,
,Flamethrower,Hypnosis,Focus Punch,,,
,Extrasensory,Shadow Ball,Psychic,,,
,Bite,Water Pulse,Shadow Ball,,,
,,,,,,
Team Aqua Grunt #5 (Mt. Pyre),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Lunatone ,Ludicolo (f),Cloyster (f),Electabuzz (m),Clamperl (f),Nidoqueen (f)
,Lv. 51 (Calm),Lv. 51 (Naughty),Lv. 53 (Rash),Lv. 51 (Modest),Lv. 55 (Impish),Lv. 52 (Hasty)
,Scope Lens,Scope Lens,Scope Lens,King's Rock,Deep Sea Tooth,Bright Powder
,Levitate,Swift Swim,Shell Armor,Static,Shell Armor,Poison Point
,Hypnosis,Ice Beam,Explosion,Thunder,Hydro Pump,Earthquake
,Psychic,Fire Punch,Ice Shard,Cross Chop,Surf,Blizzard
,Explosion,Thunder Punch,Surf,Quick Attack,Blizzard,Thunder
,Ice Beam,Giga Drain,Ice Beam,Ice Punch,HP Grass,Surf
,,,,,,
Team Aqua Grunt #6 (Mt. Pyre),,,,,,
,,,,,,
,Umbreon (m),Tentacruel (m),Gorebyss (m),Quagsire (m),Clefable (f),Gyarados (m)
,Lv. 52 (Hasty),Lv. 53 (Calm),Lv. 53 ,Lv. 54 (Jolly),Lv. 52 (Brave),Lv. 53 (Bold)
,Leftovers,Leftovers,Salac Berry,Leftovers,Leftovers,Focus Band
,Synchronize,Clear Body,Swift Swim,Water Absorb,Cute Charm,Intimidate
,Mean Look,Swords Dance,Blizzard,Earthquake,Belly Drum,Earthquake
,Baton Pass,Sludge Bomb,Psychic,Yawn,Sing,Hydro Pump
,Moonlight,HP Ground,Hydro Pump,Recover,Frustration,Bounce
,Toxic,Muddy Water,Baton Pass,Ancient Power,Meteor Mash,Double-Edge
,,,,,,
Team Aqua Grunt #7 (Mt. Pyre),,,,,,
,,,,,,
,Glalie (m),Poliwrath (m),Armaldo (m),Slowbro (m),Gengar (m),Omastar (m)
,Lv. 52,Lv. 54 (Naughty),Lv. 52 (Timid),Lv. 54 ,Lv. 50 ,Lv. 54
,Leppa Berry,Leftovers,Quick Claw,Leftovers,Salac Berry,Quick Claw
,Intimidate,Swift Swim,Battle Armor,Shell Armor,Levitate,Swift Swim
,Blizzard,Hypnosis,Earthquake,Thunder Wave,Destiny Bond,Blizzard
,Ice Shard,Focus Punch,Ancient Power,Psychic,Shadow Ball,Hydro Pump
,Earthquake,Ice Beam,X-Scissors,Surf,Psychic,Ancient Power
,Crunch,Substitute,Swords Dance,Signal Beam,Thunderbolt,Ice Beam
,,,,,,
Team Aqua Grunt #8 (Mt. Pyre),,,,,,
,,,,,,
,Wobbuffet (f),Dewgong (f),Ludicolo (f),Vaporeon (m),Miltank (f),Starmie 
,Lv. 51,Lv. 55 (Gentle),Lv. 52 (Bold),Lv. 53 (Nauhty),Lv. 51,Lv. 54 (Jolly)
,Leftovers,Leftovers,Leftovers,Leftovers,Leftovers,Leftovers
,Shadow Tag,Swift Swim,Swift Swim,Swift Swim,Thick Fat,Natural Cure
,Counter,Surf,Toxic,Toxic,Attract,Cosmic Power
,Mirror Coat,Drill Run,Leech Seed,Protect,Body Slam,Recover
,Destiny Bond,Blizzard,Protect,Wish,Earthquake,Psychic
,,Ice Shard,Fire Punch,Muddy Water,Milk Drink,Toxic
,,,,,,
Team Aqua Grunt #9 (Mt. Pyre),,,,,,
,,,,,,
,Electrode ,Feraligatr (m),Nidoking (m),Walrein (m),Hypno (m),Relicanth (m)
,Lv. 51,Lv. 54 (Naive),Lv. 51 ,Lv. 54 (Naive),Lv. 51 (Sassy),Lv. 55 (Mild)
,Choice Band,Lum Berry,Scope Lens,Leftovers,Leftovers,Focus Band
,Static,Battle Armor,Poison Point,Rain Dish,Insomnia,Rock Head
,Explosion,Dragon Danc,Megahorn,Blizzard,Fire Punch,Head Smash
,,Earthquake,Earthquake,Surf,Hypnosis,Earthquake
,,Ancient Power,Poison Tail,Super Fang,Thunder Punch,Hydro Pump
,,Ice Beam,Thunderbolt,Earthquake,Psychic,
,,,,,,
Team Aqua Grunt #10 (Mt. Pyre),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Jynx (f),Milotic (m),Cradily (m),Banette (m),Lanturn (m),Blastoise (m)
,Lv. 53 (Careful),Lv. 52 (Recover),Lv. 53 (Timid),Lv. 52 (Lax),Lv. 54,Lv. 55 (Sassy)
,Bright Powder,Leftovers,Leftovers,Leppa Berry,King's Rock,Leftovers
,Oblivious,Swift Swim,Suction Cups,Insomnia,Volt Absorb,Torrent
,Lovely Kiss,Toxic,Stockpile,Thunder Wave,Thunder Wave,Hydro Cannon
,Psychic,Surf,Recover,Destiny Bond,Confuse Ray,Ice Beam
,Blizzard,Ice Beam,Toxic,Shadow Ball,Ice Beam,HP Electric
,Fake Tears,Recover,Earthquake,HP Fighting,Thunderbolt,Roar
,,,,,,
Aqua Admin Matt (Mt. Pyre),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Wailord (m),Machamp (m),Slaking (m),Exeggutor (m),Gyarados (m),Dragonite (m)
,Lv. 57 (Adamant),Lv. 56 (Impish),Lv. 56 (Gentle),Lv. 56 (Timid),Lv. 58 (Mild),Lv. 57
,Quick Claw,Chesto Berry,Lum Berry,Quick Claw,Bright Powder,Lum Berry
,Pressure,Guts,Truant,Chlorophyll,Intimidate,Thick Fat
,Self-Destruct,Superpower,Hyper Beam,Explosion,HP Flying,Superpower
,Water Spout,Rock Slide,Surf,Egg Bomb,Dragon Dance,Rock Slide
,Earthquake,Earthquake,Earthquake,Psychic,Earthquake,Earthquake
,Ice Beam,HP Ghost,Shadow Ball,Ancient Power,Frustration,Extreme Speed
,,,,,,
Team Magma Grunt #1 (Magma Hideout),,,,,,
,,,,,,
,Smeargle (m),Vilepulume (m),Donphan (m),Ninetales (f),Absol (m),
,Lv. 57 (Naughty),Lv. 56 (Careful),Lv. 57 (Brave),Lv. 57 ,Lv. 57 (Lax),
,Leftovers,Leftovers,Bright Powder,Bright Powder,Bright Powder,
,Own Tempo,Chlorophyll,Battle Armor,Pressure,Pressure,
,Spore,Sleep Powder,Earthquake,Hypnosis,Thunder Wave,
,Super Fang,Solar Beam,Swagger,Overheat,Fire Blast,
,Nightmare,Sludge Bomb,Ancient Power,Solar Beam,Shadow Ball,
,Substitute,Leech Seed,Body Slam,Extrasensory,Superpower,
,,,,,,
Team Magma Grunt #2 (Magma Hideout),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Gengar (m),Camerupt (m),Shiftry (m),Manectric (m),Solrock,
,Lv. 56 (Naughty),Lv. 59 ,Lv. 56 (Lonely),Lv. 57 (Gentle),Lv. 58 (Lonely),
,Focus Band,Quick Claw,Scope Lens,None,Leftovers,
,Levitate,Magma Armor,Chlorophyll,Intimidate,Levitate,
,Explosion,Explosion,Explosion,Thunder Wave,Will-o-Wisp,
,Destiny Bond,Earthquake,Brick Break,Flamethrower,Earthquake,
,Ice Punch,Overheat,Shadow Ball,Crunch,Ancient Power,
,Thunderbolt,Solar Beam,Solar Beam,Thunderbolt,Morning Sun,
,,,,,,
Team Magma Grunt #3 (Magma Hideout),,,,,,
,,,,,,
,Flygon (f),Xatu (f),Manectric (f),Bellossom (f),Arcanine (m),
,Lv. 56 ,Lv. 58 (Calm),Lv. 58 (Modest),Lv. 59 (Mild),Lv. 59 (Rash),
,Bright Powder,Bright Powder,King's Rock,Lum Berry,Bright Powder,
,Levitate,Early Bird,Intimidate,Chlorophyll,Intimidate,
,Earthquake,Psychic,Overheat,Sleep Powder,Overheat,
,Solar Beam,Solar Beam,Thunderbolt,Solar Beam,Solar Beam,
,Fire Blast,Drill Peck,Thunder Wave,Weather Ball,Crunch,
,Rock Slide,Light Screen,Crunch,Leech Seed,Extreme Speed,
,,,,,,
Team Magma Grunt #4 (Magma Hideout),,,,,,
,,,,,,
,Granbull (f),Victreebel (m),Claydol ,Charizard (m),Aggron (m),
,Lv. 57 (Gentle),Lv. 59 (Sassy),Lv. 59 (Lonely),Lv. 59 (Impish),Lv. 60 (Hasty),
,Focus Band,Bright Powder,Scope Lens,Bright Powder,Bright Powder,
,Intimidate,Chlorophyll,Levitate,Blaze,Rock Head,
,Counter,Sleep Powder,Explosion,Belly Drum,Thunder Wave,
,Earthquake,Gunk Shot,Earthquake,Earthquake,Earthquake,
,Shadow Ball,Solar Beam,Solar Beam,Heat Wave,Head Smash,
,Body Slam,Weather Ball,Psychic,Rock Slide,Iron Tail,
,,,,,,
Team Magma Grunt #5 (Magma Hideout),,,,,,
,,,,,,
,Smeargle (m),Crobat (m),Dugtrio (m),Venusaur (m),Dodrio (m),
,Lv. 59 (Naughty),Lv. 56 (Naive),Lv. 60 ,Lv. 58 (Naive),Lv. 60 (Timid),
,Bright Powder,Scope Lens,Bright Powder,Focus Band,Bright Powder,
,Own Tempo,Inner Focus,Arena Trap,Chlorophyll,Early Bird,
,Spore,Sludge Bomb,Sludge Bomb,Sludge Bomb,Quick Attack,
,Substitute,Shadow Ball,Earthquake,Earthquake,Double-Edge,
,Belly Drum,Heat Wave,Tri Attack,Solar Beam,Drill Peck,
,Baton Pass,Confuse Ray,Ancient Power,Ancient Power,HP Fighting,
,,,,,,
Team Magma Grunt #6 (Magma Hideout),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Misdreavus (f),Torkoal (f),Aggron (f),Jumpluff (f),Ampharos (f),Sandslash (f)
,Lv. 60 (Lonely),Lv. 60 ,Lv. 61 (Adamant),Lv. 59 (Gentle),Lv. 58 (Bold),Lv. 60 (Mild)
,Leftovers,Quick Claw,Focus Band,Leftovers,Bright Powder,Bright Powder
,Levitate,White Smoke,Rock Head,Chlorophyll,Static,Sand Veil
,Mean Look,Heat Wave,Counter,Leech Seed,Tail Glow,Ancient Power
,Substitute,Solar Beam,Head Smash,Sleep Powder,Thunderbolt,X-Scissors
,Perish Song,Earthquake,Earthquake,Substitute,HP Ice,Earthquake
,Protect,Explosion,Iron Tail,Protect,Fire Punch,Crush Claw
,,,,,,
Team Magma Grunt #7 (Magma Hideout),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Wobbuffet (m),Magmar (m),Shiftry (m),Gligar (m),Golem (m),Exploud (m)
,Lv. 58 (Modest),Lv. 61 (Naive),Lv. 60 (Mild),Lv. 62 (Gentle),Lv. 63 (Careful),Lv. 59 (Brave)
,Leftovers,Scope Lens,Focus Band,Bright Powder,Quick Claw,Quick Claw
,Shadow Tag,Flame Body,Chlorophyll,Hyper Cutter,Rock Head,Vital Spirit
,Counter,Solar Beam,Swords Dance,Swords Dance,Explosion,Hyper Voice
,Encore,Fire Blast,Explosion,Earthquake,Earthquake,Overheat
,Mirror Coat,Cross Chop,Brick Break,Aerial Ace,Head Smash,Solar Beam
,Destiny Bond,Thunder Punch,Shadow Ball,Rock Slide,Double-Edge,Ice Beam
,,,,,,
Team Magma Grunt #8 (Magma Hideout),,,,,,
,,,,,,
,Smeargle (f),Gengar (f),Typhlosion (m),Alakazam (m),Altaria (f),Vileplume (f)
,Lv. 60 (Jolly),Lv. 58 ,Lv. 60 (Rash),Lv. 57 (Adamant),Lv. 60 (Sassy),Lv. 61 (Mild)
,Leftovers,Scope Lens,King's Rock,Scope Lens,Bright Powder,Lum Berry
,Own Tempo,Levitate,Blaze,Synchronize,Natural Cure,Chlorophyll
,Spore,Giga Drain,Heat Wave,Psychic,Draco Meteor,HP Ice
,Tail Glow,Fire Punch,Thunder Punch,Fire Punch,Solar Beam,Solar Beam
,Substitute,Thunderbolt,Solar Beam,Ice Punch,Flamethrower,Weather Ball
,Baton Pass,Ice Punch,Earthquake,Thunder Punch,Ice Beam,Sleep Powder
,,,,,,
Team Magma Grunt #9 (Magma Hideout),,,,,,
,,,,,,
,Octillery (m),Glalie (m),Ludicolo (m),Walrein (m),Quagsire (m),Charizard (m)
,Lv. 60 (Naughty),Lv. 60 (Hasty),Lv. 60 (Calm),Lv. 60 (Lax),Lv. 60 (Naughty),Lv. 60 (Hasty)
,Quick Claw,Focus Band,Quick Claw,Leftovers,Lum Berry,Bright Powder
,Suction Cups,Intimidate,Swift Swim,Rain Dish,Water Absorb,Blaze
,Water Spout,Weather Ball,Fire Punch,Surf,Sludge Bomb,Dragon Dance
,Fire Blast,Earthquake,Thunder Punch,Earthquake,Earthquake,Earthquake
,Ice Beam,Ice Beam,Ice Beam,Ice Beam,Ancient Power,Rock Slide
,HP Electric,Ice Shard,Solar Beam,Ice Shard,Recover,Heat Wave
,,,,,,
Team Magma Grunt #10 (Magma Hideout),,,,,,
,,,,,,
,Marowak (f),Shiftry (f),Solrock ,Manectric (f),Dodrio (f),Blaziken (m)
,Lv. 60 (Lax),Lv. 57 (Hasty),Lv. 60 (Mild),Lv. 60 (Hasty),Lv. 61 (Relaxed),Lv. 61 
,Thick Club,Choice Band,Choice Band,Lum Berry,Scope Lens,Lum Berry
,Rock Head,Chlorophyll,Levitate,Intimidate,Early Bird,Blaze
,HP Flying,Explosion,Explosion,Light Screen,Body Slam,Blaze Kick
,Double-Edge,,,Thunderbolt,Quick Attack,Solar Beam
,Earthquake,,,Overheat,Drill Peck,Brick Break
,Ancient Power,,,Crunch,Steel Wing,Thunder Punch
,,,,,,
Team Magma Grunt #11 (Magma Hideout),,,,,,
,,,,,,
,Smeargle (f),Armaldo (m),Venusaur (m),Granbull (f),Flygon (f),Torkoal (f)
,Lv. 61 (Jolly),Lv. 62 (Rash),Lv. 59 (Impish),Lv. 61,Lv. 58 (Careful),Lv. 63 (Sassy)
,Leftovers,Lum Berry,Scope Lens,Quick Claw,Scope Lens,Leftovers
,Own Tempo,Battle Armor,Chlorophyll,Intimidate,Levitate,White Smoke
,Spore,Swords Dance,Swords Dance,Shadow Ball,Solar Beam,Curse
,Explosion,Earthquake,Earthquake,Frustration,Draco Meteor,Heat Wave
,Light Screen,X-Scissors,Sludge Bomb,Super Fang,Flamethrower,Rest
,Reflect,Ancient Power,Ancient Power,Earthquake,Earthquake,Earthquake
,,,,,,
Team Magma Grunt #12 (Magma Hideout),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Gengar (m),Claydol ,Exeggutor (m),Wobbuffet (m),Exploud (m),Arcanine (m)
,Lv. 59 (Naughty),Lv. 58 (Impish),Lv. 59 (Rash),Lv. 61 (Careful),Lv. 62 (Brave),Lv. 62 (Bold)
,Leftovers,Choice Band,Bright Powder,Leftovers,Lum Berry,Leftovers
,Levitate,Levitate,Chlorophyll,Shadow Tag,Vital Spirit,Intimidate
,Hynosis,Explosion,Explosion,Counter,Overheat,Will-o-Wisp
,Mean Look,,Ancient Power,Mirror Coat,Hyper Voice,Morning Sun
,Perish Song,,HP Fighting,Destiny Bond,Solar Beam,Solar Beam
,Substitute,,Swords Dance,Encore,Extrasensory,Extreme Speed
,,,,,,
Team Magma Grunt #13 (Magma Hideout),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Weezing (f),Granbull (f),Jumpluff (f),Espeon (m),Umbreon (m),Flareon (m)
,Lv. 62 (Lonely),Lv. 62 (Hasty),Lv. 63 (Naughty),Lv. 61 (Naughty),Lv. 61 (Naughty),Lv. 63 (Brave)
,Lum Berry,Leftovers,Leftovers,Lum Berry,Leftovers,Quick Claw
,Levitate,Intimidate,Chlorophyll,Synchronize,Synchronize,Flame Body
,Destiny Bond,Attract,Attract,Psychic,Mean Look,Overheat
,Explosion,Body Slam,Stun Spore,HP Fire,Toxic,Superpower
,Fire Blast,Earthquake,Substitute,Bite,Charm,Shadow Ball
,Gunk Shot,Shadow Ball,Leech Seed,Morning Sun,Rest,Double-Edge
,,,,,,
Team Magma Grunt #14 (Magma Hideout),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Smeargle (m),Sudowoodo (m),Victreebel (m),Manectric (m),Claydol (m),Rapidash (m)
,Lv. 63 (Naughty),Lv. 63 (Rash),Lv. 64 (Calm),Lv. 63 (Modest),Lv. 63 (Rash),Lv. 64 (Jolly)
,Lum Berry,Quick Claw,Lum Berry,Scope Lens,Leftovers,Lum Berry
,Own Tempo,Rock Head,Chlorophyll,Intimidate,Levitate,Flame Body
,Spore,Head Smash,Solar Beam,Overheat,Solar Beam,Overheat
,Explosion,Explosion,Weather Ball,Thunderbolt,Ice Beam,Drill Run
,Light Screen,Earthquake,Gunk Shot,Crunch,Earthquake,Solar Beam
,,Double-Edge,HP Rock,Quick Attack,Psychic,Hypnosis
,,,,,,
Team Magma Grunt #15 (Magma Hideout),,,,,,
,,,,,,
,Sudowoodo (f),Meganium (m),Misdreavus (f),Altaria (f),Clefable (f),Ninetales (f)
,Lv. 59 (Timid),Lv. 63 (Gentle),Lv. 63 (Brave),Lv. 63 (Gentle),Lv. 63 (Timid),Lv. 64 (Impish)
,Choice Band,Leftovers,Leftovers,Leftovers,Quick Claw,Leftovers
,Rock Head,Thick Fat,Levitate,Natural Cure,Cute Charm,Pressure
,Explosion,Solar Beam,Mean Look,Sing,Fire Blast,Calm Mind
,,Earthquake,Perish Song,Earthquake,Ice Beam,Heat Wave
,,Ancient Power,Protect,Flamethrower,Solar Beam,HP Electric
,,HP Fire,Attract,Sky Attack,Thunderbolt,Solar Beam
,,,,,,
Team Magma Grunt #16 (Magma Hideout),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Solrock ,Aggron (m),Weezing (m),Wobbuffet (m),Houndoom (m),
,Lv. 63 (Mild),Lv. 64 (Rash),Lv. 63,Lv. 62 (Naughty),Lv. 60 (Sassy),
,Lum Berry,Quick Claw,Lum Berry,Leftovers,Lum Berry,
,Levitate,Rock Head,Levitate,Shadow Tag,Intimidate,
,Light Screen,Thunder Wave,Explosion,Counter,Heat Wave,
,Explosion,Head Smash,Gunk Shot,Mirror Coat,Solar Beam,
,Shadow Ball,Earthquake,Fire Blast,Safeguard,Crunch,
,Will-o-Wisp,Superpower,Shadow Ball,Destiny Bond,Pursuit,
,,,,,,
Magma Admin Courtney (Magma Hideout),,,,,,
,,,,,,
,Charizard (m),Regirock ,Salamence (m),Kangaskhan (f),Venusaur (m),Castform (m)
,Lv. 64,Lv. 65 (Timid),Lv. 64 (Gentle),Lv. 63 (Relaxed),Lv. 65 (Modest),Lv. 64 (Quiet)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry
,Blaze,Clear Body,Intimidate,Early Bird,Chlorophyll,Forecast
,Overheat,Counter,Draco Meteor,Fake Out,Sleep Powder,Weather Ball
,Dragon Claw,Explosion,Air Slash,Crush Claw,Weather Ball,Ice Beam
,Solar Beam,Ancient Power,Flamethrower,Shadow Ball,Solar Beam,Solar Beam
,Earthquake,Earthquake,Earthquake,Earthquake,Ancient Power,Thunderbolt
,,,,,,
Magma Leader Maxie (Magma Hideout),,,,,,
,,,,,,
,Tyranitar (m),Flygon (m),Gengar (m),Arcanine (m),Exeggutor (m),Entei
,Lv. 66 (Adamant),Lv. 66 (Modest),Lv. 66 (Modest),Lv. 66 ,Lv. 66,Lv. 66 (Impish)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry
,Intimidate,Levitate,Levitate,Intimidate,Chlorophyll,Inner Focus
,Solar Beam,Solar Beam,Ice Punch,Solar Beam,Solar Beam,Solar Beam
,Fire Blast,Draco Meteor,Thunderbolt,Heat Wave,Psychic,Sacred Fire
,Ancient Power,Heat Wave,Psychic,Extreme Speed,Ancient Power,Extreme Speed
,Earthquake,Earthquake,Fire Punch,HP Ice,HP Fire,Ancient Power
,,,,,,
Team Aqua Grunt #1 (Aqua Hideout),,,,,,
,,,,,,
,Exeggutor (m),Qwilfish (m),Swampert (m),Walrein (m),Jolteon (m),Snorlax (m)
,Lv. 60 (Sassy),Lv. 63 (Adamant),Lv. 64 ,Lv. 64 (Calm),Lv. 62 (Jolly),Lv. 60 (Adamant)
,Quick Claw,Choice Band,Bright Powder,Leftovers,King's Rock,Leftovers
,Chlorophyll,Swift Swim,Swift Swim,Rain Dish,Static,Guts
,Sleep Powder,Explosion,Swagger,Double Team,Thunderbolt,Counter
,Explosion,,Earthquake,Earthquake,Thunder Wave,Body Slam
,Egg Bomb,,Muddy Water,Rest,Bite,Earthquake
,Ancient Power,,Ice Beam,Ice Beam,Reflect,Shadow Ball
,,,,,,
Team Aqua Grunt #2 (Aqua Hideout),,,,,,
,,,,,,
,Cloyster (f),Ludicolo (f),Tentacruel (f),Clefable (f),Hypno (f),Kingdra (f)
,Lv. 63 (Timid),Lv. 63 (Rash),Lv. 64 (Adamant),Lv. 62 (Quiet),Lv. 61 ,Lv. 62
,Choice Band,Scope Lens,Leftovers,Leftovers,King's Rock,Leftovers
,Shell Armor,Swift Swim,Clear Body,Cute Charm,Insomnia,Swift Swim
,Explosion,Fire Punch,Mirror Coat,Belly Drum,Thunder Wave,Toxic
,,Thunder Punch,Sludge Bomb,Moonlight,Psychic,Protect
,,Ice Beam,Hydro Pump,Frustration,Brick Break,Octazooka 
,,Surf,Giga Drain,Meteor Mash,Shadow Ball,Ice Beam
,,,,,,
Team Aqua Grunt #3 (Aqua Hideout),,,,,,
,,,,,,
,Glalie (m),Wailord (m),Nidoking (m),Slowking (m),Quagsire (m),Hypno (m)
,Lv. 60 ,Lv. 60 (Relaxed),Lv. 62 ,Lv. 65 (Mild),Lv. 65 (Hasty),Lv. 62 (Rash)
,Choice Band,Leftovers,Scope Lens,Chesto Berry,Leftovers,Leftovers
,Intimidate,Pressure,Poison Point,Natural Cure,Water Absorb,Insomnia
,Explosion,Toxic,Surf,Psychic,Toxic,Counter
,,Protect,Thunderbolt,Thunder Wave,Double Team,Brick Break
,,Ice Beam,Ice Beam,Ice Beam,Ice Beam,Psychic
,,Earthquake,Earthquake,Earthquake,Recover,Shadow Ball
,,,,,,
Team Aqua Grunt #4 (Aqua Hideout),,,,,,
,,,,,,
,Jynx (f),Wailord (f),Nidoqueen (f),Milotic (f),Clefable (f),Relicanth (m)
,Lv. 65 (Relaxed),Lv. 59 (Gentle),Lv. 63 ,Lv. 62 (Relaxed),Lv. 64 (Gentle),Lv. 65 (Modest)
,Leftovers,Choice Band,Quick Claw,Leftovers,Leftovers,Bright Powder
,Oblivious,Pressure,Poison Point,Swift Swim,Cute Charm,Rock Head
,Lovely Kiss,Self-Destruct,Poison Fang,Light Screen,Toxic ,Head Smash
,Mean Look,,Shadow Ball,Surf,Cosmic Power,Earthquake
,Perish Song,,Earthquake,Ice Beam,Moonlight,Rest
,Substitute,,Ice Beam,Recover,Psywave,Sleep Talk
,,,,,,
Team Aqua Grunt #5 (Aqua Hideout),,,,,,
,,,,,,
,Raichu (m),Starmie ,Ludicolo (m),Omastar (m),Dragonite (m),Poliwrath (m)
,Lv. 64 (Brave),Lv. 62 (Lax),Lv. 61,Lv. 65 ,Lv. 60,Lv. 65 (Timid)
,Bright Powder,King's Rock,Leftovers,Bright Powder,Scope Lens,Leftovers
,Static,Natural Cure,Swift Swim,Swift Swim,Thick Fat,Swift Swim
,Rain Dance,Rain Dance,Rain Dance,Rain Dance,Rain Dance,Rain Dance
,Thunder,Thunder,Ice Beam,Ice Beam,Thunder,Ice Beam
,Surf,Surf,Waterfall,Muddy Water,Surf,Superpower
,Signal Beam,Psychic,Leech Seed,Ancient Power,Double-Edge,Earthquake
,,,,,,
Team Aqua Grunt #6 (Aqua Hideout),,,,,,
,,,,,,
,Dragonite (f),Muk (f),Lapras (f),Exeggutor (f),Blissey (f),Medicham (f)
,Lv. 60 (Relaxed),Lv. 60 (Timid),Lv. 64,Lv. 62 (Naughty),Lv. 62 (Sassy),Lv. 64 (Gentle)
,Leftovers,Choice Band,Leftovers,Quick Claw,Leftovers,Scope Lens
,Thick Fat,Poison Point,Shell Armor,Chlorophyll,Natural Cure,Pure Power
,Toxic,Explosion,Rest,Sleep Powder,Counter,Fake Out
,Protect,,Thunder,Psychic,Softboiled,Psychic
,Flamethrower,,Ice Beam,Ancient Power,Psywave,Brick Break
,Dragon Claw,,Confuse Ray,Egg Bomb,Seismic Toss,Shadow Ball
,,,,,,
Team Aqua Grunt #7 (Aqua Hideout),,,,,,
,,,,,,
,Gyarados (m),Cradily (m),Slaking (m),Nidoking (m),Snorlax (m),Starmie
,Lv. 63 (Naive),Lv. 64 ,Lv. 60 (Adamant),Lv. 64 (Naive),Lv. 60 (Naughty),Lv. 62 (Hasty)
,Bright Powder,Leftovers,Choice Band,Leftovers,Choice Band,Scope Lens
,Intimidate,Suction Cups,Truant,Poison Point,Guts,Natural Cure
,Dragon Dance,Giga Drain,Hyper Beam,Counter,Self-Destruct,Hydro Pump
,Earthquake,Earthquake,,Earthquake,,Signal Beam
,Frustration,Toxic,,Shadow Ball,,Psychic
,Bounce,Recover,,Poison Tail,,Ice Beam
,,,,,,
Team Aqua Grunt #8 (Aqua Hideout),,,,,,
,,,,,,
,Lapras (f),Kingdra (f),Gorebyss (f),Lanturn (f),Victreebel (f),Castform (f)
,Lv. 63 (Adamant),Lv. 62 (Lax),Lv. 65 (Relaxed),Lv. 64 (Naughty),Lv. 63 (Bold),Lv. 62 (Jolly)
,Leftovers,Leftovers,Lum Berry,Leftovers,Scope Lens,Petaya Berry
